,match,criteria from actual contract in original Romanina,criteria from actural contract translated in English,id,criteria from actural contract translated in English.,criteria from actural contract translated in English.the the value,criteria from actual contract in original Romanian,criteria from actual contract translated in English,criteria from actural contract translated in English.the,criteria from actural contract translated in English.the the
410,,"Factorul F4 – Produse cu ambalaj reciclat - Factorul F4.2 Produse cu ambalaje biodegradabile: Componenta tehnica, Factorul F4.2 Produse cu ambalaje biodegradabile- maxim 2 puncte
Cerințe minime:
•   pungile sau foliile din plastic pentru ambalarea finală trebuie să fie biodegradabile/ compostabile în conformitate cu standardul EN 13432.
Documente de verificare:
•   certificare EN 13432 sau echivalent;

Algoritm de punctare Factor F4.2 Produse cu ambalaje biodegradabile:
•   produsele ambalate în materiale biodegradabile/ compostabile conform EN13432 sau echivalent primesc punctaj maxim (2 Puncte);

NOTA :
1. Pentru operatorii economici care nu dețin certificat/etichetă ecologică de tip I sau certificare EN 13432 sau declarație de conformitate cu indicarea proporției de material reciclat, Ofertantul va depune o declarație care să clarifice lipsa acestora. Lipsa acestui document de verificare constituie obiectul unei solicitări de clarificări;
2. Pentru altfel de ambalaje față de cele menționate mai sus, Ofertantul va depune o declarație privind tipul ambalajului folosit. Pe baza acestui document de verificare Ofertantul va primi 0 puncte.
(Informatiile suplimentare se regasesc in caietul de sarcini la paginile 10-11)","Factor F4 – Products with recycled packaging - Factor F4.2 Products with biodegradable packaging: Technical component, Factor F4.2 Products with biodegradable packaging - maximum 2 points
Minimum requirements:
•   Plastic bags or films for final packaging must be biodegradable/compostable in accordance with standard EN 13432.
Verification documents:
•   EN 13432 certification or equivalent;

Scoring algorithm for Factor F4.2 Products with biodegradable packaging:
•   Products packaged in biodegradable/compostable materials according to EN 13432 or equivalent receive the maximum score (2 points);

NOTE:
1. For economic operators who do not hold a Type I eco‑label or EN 13432 certification or a conformity declaration indicating the proportion of recycled material, the bidder must submit a declaration clarifying the lack of such documents. The absence of this verification document will be the subject of a clarification request;
2. For any other type of packaging than those mentioned above, the bidder must submit a declaration regarding the type of packaging used. Based on this verification document, the bidder will receive 0 points.
(Additional information can be found in the specifications booklet on pages 10‑11).",100200521,,,,,,
411,,"Pretul ofertei: Componenta financiara, Punctajul se acorda astfel: a) Pentru cel mai scazut dintre preturi se acorda punctajul maxim alocat; b) Pentru celelalte preturi ofertate punctajul P(n) se calculeaza proportional, astfel: P(n) = (Pret minim ofertat / Pret n) x punctaj maxim alocat.","Offer price: Financial component, points are awarded as follows: a) The lowest price receives the maximum allocated points; b) For the other offered prices, the points P(n) are calculated proportionally, as follows: P(n) = (Lowest offered price / Price n) × maximum allocated points.",100200522,,,,,,
412,,"Perioada de garanție acordată lucrărilor de reabilitare, întreținere și reparații străzi: Componenta tehnică, Punctajul pentru factorul de evaluare „Perioada de garanție acordată lucrărilor pentru covoare asfaltice” – se acordă astfel:
a)   pentru perioada maximă de garanţie a lucrărilor ofertate se acordă punctajul maxim alocat acestui factor de evaluare, respectiv 10 puncte;
b)   pentru altă perioadă de garanţie a lucrărilor decât cea prevăzută la litera a) se acorda punctajul astfel: P(n) = (G(n)/Gmax) x Pmax.
Unde:
P(n) – punctajul obținut;
G(n) – perioada de garanție ofertată;
Gmax – perioada maximă de garanţie care poate fi acordată lucrărilor (60 luni);
Pmax – punctajul maxim alocat (10 puncte).
Perioada minimă de garanţie a lucrărilor este cea indicată în documentul Caiet de sarcini. Ofertele care prezintă perioade de garanție mai mici decât perioada de garanție din Caietul de sarcini vor fi considerate neconforme.
Pentru ofertele care prezintă perioade de garanție egale cu perioada de garanție din Caietul de sarcini se acordă zero puncte.
Pentru ofertele care prezintă perioade de garanție mai mari de 60 de luni calendaristice nu se vor acorda puncte suplimentar.
Ofertantul va prezenta perioada de garanție a lucrărilor exprimată în luni.","Guarantee period granted for rehabilitation, maintenance and repair works of roads: technical component, score for the evaluation factor “Guarantee period granted for asphalt carpet works” – awarded as follows:
a) for the maximum guarantee period of the offered works the maximum score allocated to this evaluation factor is awarded, namely 10 points;
b) for any other guarantee period of the works than that provided in point a) the score is awarded as follows: P(n) = (G(n)/Gmax) x Pmax.
Where:
P(n) – score obtained;
G(n) – offered guarantee period;
Gmax – maximum guarantee period that can be awarded to the works (60 months);
Pmax – maximum allocated score (10 points).
The minimum guarantee period of the works is the one indicated in the Terms of Reference document. Offers presenting guarantee periods shorter than the guarantee period in the Terms of Reference will be considered non‑conforming.
For offers presenting guarantee periods equal to the guarantee period in the Terms of Reference, zero points are awarded.
For offers presenting guarantee periods longer than 60 calendar months, no additional points will be awarded.
The bidder will present the guarantee period of the works expressed in months.",100200522,,,,,,
413,,"Pretul ofertei: Componenta financiara, Punctajul se acorda astfel: a) Pentru cel mai scazut dintre preturi se acorda punctajul maxim alocat; b) Pentru celelalte preturi ofertate punctajul P(n) se calculeaza proportional, astfel: P(n) = (Pret minim ofertat / Pret n) x punctaj maxim alocat.","Offer price: Financial component, points are awarded as follows: a) For the lowest price among the offers, the maximum allocated points are awarded; b) For the other offered prices, the points P(n) are calculated proportionally, as: P(n) = (Minimum offered price / Price n) × maximum allocated points.",100200523,,,,,,
414,,"Componenta tehnica: Valoarea consumului de combustibil – (C) - (pondere: 20 %, punctaj maxim alocat 20), Punctajul pentru factorul de evaluare C se obtine astfel: 
a) Pentru cel mai mic consum de combustibil (L/100 km)-Consumul minim ofertat se acorda punctajul maxim alocat;
b) Pentru celelalte valori de consum de combustibil ofertate, punctajul C(n) se calculeaza proportional cu formula: 
C(n) = (Consumul minim ofertat / Consum n) x punctaj maxim alocat.
Modalitatea de verificare:
Va fi acceptat orice mijloc de proba adecvat, precum fisa tehnica/un dosar tehnic al producatorului sau un raport de testare de la un organism recunoscut.
Prin reducerea a consumului de combustibil se reduce impactul negativ asupra mediului.","Technical component: Fuel consumption value – (C) - (weight: 20%, maximum allocated score 20), the score for evaluation factor C is obtained as follows:
a) For the lowest fuel consumption (L/100 km) – the lowest offered consumption receives the maximum allocated score;
b) For the other offered fuel consumption values, the score C(n) is calculated proportionally with the formula:
C(n) = (Offered minimum consumption / Consumption n) × maximum allocated score.
Verification method:
Any appropriate evidence will be accepted, such as the technical datasheet/a technical dossier from the manufacturer or a test report from a recognized body.
By reducing fuel consumption, the negative impact on the environment is reduced.",100200523,,,,,,
415,,"Componenta tehnica: Valoarea cea mai mica a emisiilor de CO2 - (E) - ( pondere: 20 %, punctaj maxim 20), Punctajul pentru factorul de evaluare E- emisii de CO2 se obtine astfel:
a) Pentru cea mai mica valoare a emisiilor de CO2 per km - E valoarea minima a emisiilor CO2 ofertata se acorda punctajul maxim alocat;
b) Pentru celelalte valori de emisii CO2- Emisii n ofertate, punctajul se calculeaza proportional, astfel:
 E = (E valoarea minima a emisiilor CO2 ofertata / Emisii n) x punctaj maxim alocat.
Prin reducerea  emisiilor de CO2 se reduce impactul negativ asupra mediului.
Modalitatea de verificare:
Va fi acceptat orice mijloc de proba adecvat, precum fisa tehnica/un dosar tehnic al producatorului sau un raport de testare de la un organism recunoscut.","Technical component: The lowest CO2 emissions value - (E) - (weight: 20%, maximum score 20), the score for the evaluation factor E - CO2 emissions is obtained as follows:
a) For the lowest CO2 emissions per km value – E the lowest offered CO2 emissions value receives the allocated maximum score;
b) For other CO2 emission values – non‑offered emissions, the score is calculated proportionally, as follows:
E = (E lowest offered CO2 emissions value / Emissions n) × allocated maximum score.
By reducing CO2 emissions, the negative impact on the environment is reduced.
Verification method:
Any appropriate evidence will be accepted, such as the technical data sheet/a technical dossier of the manufacturer or a testing report from a recognized organization.",100200523,,,,,,
416,,"Componenta tehnica: Zgomotul produs de pneuri - (Z) - ( pondere:10%, punctaj maxim 10), Punctajul pentru factorul de evaluare Z – zgomot, se obtine astfel:
a)   Oferta care prezinta vehicule echipate cu pneuri ale caror niveluri de emisii de zgomot exterior la rulare fac parte din clasa „A"" va fi punctata cu 10 puncte;
b)   Oferta care prezinta vehicule echipate cu anvelope altele decat cele din clasa „A"" vor fi depunctate cu cate un punct pentru clasele inferioare astfel: Clasa B=9 puncte, Clasa C=8 puncte, Clasa D=7 puncte,  Clasa E=6 puncte si Clasele F,G = 5 puncte.
Vehiculele pot fi echipate cu pneuri ale caror niveluri de emisii de zgomot exterior la rulare fac parte din clasa „A"", astfel cum este definita de Regulamentul (UE) 2020/740 al Parlamentului European si al Consiliului din 25 mai 2020 privind etichetarea pneurilor in ceea ce priveste eficienta consumului de combustibil si alti parametri.
Modalitatea de verificare:
Ofertantul trebuie sa furnizeze eticheta pneului  pentru identificarea clasei de zgomot.","Technical component: Noise produced by tires - (Z) - (weight: 10%, maximum score 10). The score for evaluation factor Z – noise is obtained as follows:
a)   An offer presenting vehicles equipped with tires whose external rolling noise emission levels belong to class ""A"" will be awarded 10 points;
b)   An offer presenting vehicles equipped with tires other than those from class ""A"" will be penalised by one point for lower classes as follows: Class B = 9 points, Class C = 8 points, Class D = 7 points, Class E = 6 points and Classes F, G = 5 points.
Vehicles may be equipped with tires whose external rolling noise emission levels belong to class ""A"", as defined by Regulation (EU) 2020/740 of the European Parliament and of the Council of 25 May 2020 on tyre labeling regarding fuel consumption efficiency and other parameters.
Verification method:
The bidder must provide the tyre label to identify the noise class.",100200523,,,,,,
417,,"Componenta tehnica: Emisiile sonore ale vehiculului  - (S) -(pondere: 10%, punctaj maxim 10), Punctajul pentru factorul de evaluare S, se obtine astfel: 
a)   Oferta care prezinta vehicule ale caror emisii sonore nu depasesc valoarea de 77 dB inclusiv, va fi punctata cu 10 puncte;
b)   Oferta care prezinta vehicule ale caror emisii sonore depasesc 77 dB va fi punctata cu 0 puncte.
Se vor atribui puncte vehiculelor ale caror emisii sonore respecta valorile limita prevazute in etapa 3 din Regulamentul (UE) nr. 540/2014. Emisiile sonore vor fi testate in conformitate cu procedura descrisa in anexa II la Regulamentul (UE) nr. 540/2014.
Modalitatea de verificare:
Ofertantul trebuie sa furnizeze certificatul de conformitate al vehiculului, din care trebuie sa reiasa valoarea emisiilor sonore ale acestuia.","Technical component: Vehicle sound emissions - (S) - (weight: 10%, maximum score 10), the score for evaluation factor S is obtained as follows:
a) Offer that presents vehicles whose sound emissions do not exceed the value of 77 dB inclusive will be scored with 10 points;
b) Offer that presents vehicles whose sound emissions exceed 77 dB will be scored with 0 points.
Points will be awarded to vehicles whose sound emissions comply with the limit values provided in stage 3 of Regulation (EU) No 540/2014. Sound emissions will be tested in accordance with the procedure described in Annex II to Regulation (EU) No 540/2014.
Verification method:
The bidder must provide the vehicle's certificate of conformity, from which the sound emission value must be evident.",100200523,,,,,,
418,,"Pretul ofertei: Componenta financiara, Punctajul se acorda astfel: a) Pentru cel mai scazut dintre preturi se acorda punctajul maxim alocat; b) Pentru celelalte preturi ofertate punctajul P(n) se calculeaza proportional, astfel: P(n) = (Pret minim ofertat / Pret n) x punctaj maxim alocat.","Offer price: Financial component, points are awarded as follows: a) The lowest price receives the maximum allocated points; b) For the other offered prices, the points P(n) are calculated proportionally as follows: P(n) = (Minimum offered price / Price n) × maximum allocated points.",100200524,,,,,,
419,,"Perioada de garanție extinsă: FACTOR DE EVALUARE CU CARACTER TEHNIC
Garanția are rolul de a asigura, pe toată perioada de valabilitate a acesteia, că produsele sunt cel puțin conforme cu specificațiile minimale din caietul de sarcini (asumate prin propunerea tehnică) și remedierea eventualelor neconformităţi, se va efectua, de către ofertantul câștigător, fără costuri suplimentare pentru  autoritatea contractantă. Astfel, garanţia suplimentară are rolul de a asigura autoritatea contractantă de faptul că ofertanţii vor oferi produse de calitate superioară, care induc costuri de întreținere, exploatare,reduse, pe toată perioada de garanție.
Observaţii:
Termenul de garanție va fi asumat ca unic pentru toate produsele ofertate. Nu se acceptă perioade de garanţie diferenţiate pentru tipurile de produse ofertate.
Garanţia trebuie consemnată într-un certificat de garanţie care va indica elementele de identificare a produsului, termenul de garanţie, modalităţile de asigurare a garanţiei - întreţinere, reparare, înlocuire, Garanţia minimă obligatorie, aşa cum aceasta este specificată în caietul de sarcini, este de minim 60 de luni de la data recepţiei echipamentelor.
Acest factor indică modul în care ofertantul, va declara, şi îşi va însuşi perioada de garanţie a echipamentelor furnizate.
Algoritmul de calcul:
- Pentru o perioada de garanţie de 60 de luni (60 luni obligatorie + 0 luni suplimentară) se acordă 0 puncte;
- Pentru o perioadă de garanţie de 72 de luni (60 luni obligatorie + 12 luni suplimentară) se acordă 10 puncte;
- Pentru o perioadă de garanţie de 84 de luni (60 luni obligatorie + 48 luni suplimentară) se acordă 20 puncte.
Perioadele intermediare (între 60 luni şi 72 luni, între 72 luni si 84 luni), nu se vor puncta, astfel că ofertanţii pot oferta, ca perioadă de garanţie a produselor:
- 60 luni – oferta este conformă, dar nu se primesc puncte (0 puncte);
- 72 luni – se primesc 10 puncte;
- 84 luni – se primesc 20 de puncte;
Ofertele care prezintă o perioadă de garanţie mai mică de 60 luni vor fi considerate neconforme.
Ofertele care prezintă o perioadă de garanţie mai mare de 84 luni nu vor fi punctate suplimentar, punctajului de 20 de puncte.","Extended warranty period: TECHNICAL EVALUATION FACTOR
The warranty aims to ensure, throughout its validity period, that the products are at least compliant with the minimum specifications in the tender documents (as assumed in the technical proposal) and that any non‑conformities are remedied by the winning bidder without additional cost to the contracting authority. Thus, the additional warranty serves to assure the contracting authority that bidders will provide higher‑quality products that result in reduced maintenance and operating costs over the entire warranty period.
Notes:
The warranty term will be taken as a single period for all offered products. Differentiated warranty periods for different product types are not accepted.
The warranty must be recorded in a warranty certificate indicating the product identification details, warranty period, the methods of ensuring the warranty – maintenance, repair, replacement. The mandatory minimum warranty, as specified in the tender documents, is at least 60 months from the date of equipment receipt.
This factor indicates how the bidder will declare and assume the warranty period for the supplied equipment.
Scoring algorithm:
- For a warranty period of 60 months (60 mandatory months + 0 additional months) 0 points are awarded;
- For a warranty period of 72 months (60 mandatory months + 12 additional months) 10 points are awarded;
- For a warranty period of 84 months (60 mandatory months + 24 additional months) 20 points are awarded.
Intermediate periods (between 60 and 72 months, between 72 and 84 months) will not be scored, so bidders can offer the following warranty periods for the products:
- 60 months – compliant offer, but no points (0 points);
- 72 months – 10 points awarded;
- 84 months – 20 points awarded;
Offers presenting a warranty period shorter than 60 months will be considered non‑compliant.
Offers presenting a warranty period longer than 84 months will not receive additional points beyond the maximum 20 points.",100200524,,,,,,
420,,"Memorie RAM (PRAM.): FACTOR DE EVALUARE CU CARACTER TEHNIC\nFactorul de evaluare a fost introdus pentru a putea creste performantele echipamentelor ofertate, avand in vedere ca viteza de raspuns a computerelor este mult imbunatatita prin marirea capacitatii RAM. Criteriul se aplica doar pentru produsul ""Calculator statie administrators"".\nMinimul impus pentru memoria RAM a produsului ""Calculator statie administrativă"" este de 32GB.\nAlgoritmul de calcul:\n\u2022 Pentru ofertele care contin memorii RAM de 32GB – se acorda 0 puncte;\n\u2022 Pentru ofertele care contin memorii RAM de 48GB – se acorda 10 puncte;\n\u2022 Pentru ofertele care contin memorii RAM de 64GB – se acorda 20 puncte.\nOfertele cu memoria RAM de 32GB sunt considerate conforme dar nu vor fi punctate.\nOfertele cu memoria RAM mai mica de 32 GB vor fi declarate neconforme.\nNu se vor acorda puncte suplimentare pentru memoriile mai mari de 64GB.\nAsigurarea unei capacitati suplimentare se va efectua, obligatoriu, cu respectarea celorlalte cerinte, stabilite in caietul de sarcini, pentru Memoriile RAM.","RAM Memory (PRAM.): TECHNICAL EVALUATION FACTOR\nThe evaluation factor was introduced to increase the performance of the offered equipment, considering that computer response speed is greatly improved by increasing RAM capacity. The criterion applies only to the product ""Administrative work station computer"".\nThe minimum required RAM for the ""Administrative work station computer"" is 32GB.\nScoring algorithm:\n• Offers with 32GB RAM receive 0 points;\n• Offers with 48GB RAM receive 10 points;\n• Offers with 64GB RAM receive 20 points.\nOffers with 32GB RAM are considered compliant but will not be scored.\nOffers with RAM less than 32GB will be declared non‑compliant.\nNo additional points will be awarded for RAM larger than 64GB.\nProvision of additional capacity must be done, obligatorily, in compliance with the other requirements set out in the specification for RAM.",100200524,,,,,,
421,,"Capacitate de stocare(Pst): FACTOR DE EVALUARE CU CARACTER TEHNIC Criteriul se aplica pentru produsul „Storage NAS”.
Factorul de evaluare a fost introdus pentru a putea creste capacitatea de stocare a echipamentului si implicit perioada de folosintă a echipamentului fără nevoie de îmbunătățiri datorate creșterii bazei de date al instituției., Minimul obligatoriu, impus pentru capacitate de stocare a HDD-urilor de 3.5"", SATA 3.0, pentru produsul „Storage NAS” este de 64TB.
Algoritmul de calcul:
- Pentru ofertele care conțin capacitate de stocare „Storage NAS” de 64TB – se vor acorda 0 puncte;
- Pentru ofertele care conțin capacitate de stocare „Storage NAS” de 72TB – se vor acorda 5 puncte;
- Pentru ofertele care conțin capacitate de stocare „Storage NAS” de 80TB – se vor acorda 10 puncte;
- Pentru ofertele care conțin capacitate de stocare „Storage NAS” de 88TB – se vor acorda 15 puncte;
- Pentru ofertele care conțin capacitate de stocare „Storage NAS” de 96TB sau mai mare - se vor acorda 20 puncte.
Ofertele cu capacitatea de stocare, pentru produsul „Storage NAS” de 64TB vor fi considerate conforme dar nu vor fi punctate.
Ofertele cu capacitatea de stocare, pentru produsul „Storage NAS” mai mica de 64TB vor fi declarate neconforme.
Nu se vor acorda puncte suplimentare pentru ofertele care conțin capacitate de stocare „Storage NAS” mai mari de 96TB.
Asigurarea unei capacități suplimentare se va efectua numai cu respectarea celorlalte cerințe, stabilite în caietul de sarcini, pentru capacitate de stocare „Storage NAS”.","Storage capacity (Pst): TECHNICAL EVALUATION FACTOR. The criterion applies to the “Storage NAS” product.
The evaluation factor was introduced to increase the equipment's storage capacity and, implicitly, the equipment's service life without the need for upgrades due to the institution's growing database.
The mandatory minimum required for the storage capacity of 3.5"" SATA 3.0 HDDs for the “Storage NAS” product is 64 TB.
Calculation algorithm:
- Offers that contain a “Storage NAS” capacity of 64 TB will receive 0 points;
- Offers that contain a “Storage NAS” capacity of 72 TB will receive 5 points;
- Offers that contain a “Storage NAS” capacity of 80 TB will receive 10 points;
- Offers that contain a “Storage NAS” capacity of 88 TB will receive 15 points;
- Offers that contain a “Storage NAS” capacity of 96 TB or more will receive 20 points.
Offers with a storage capacity of 64 TB for the “Storage NAS” product will be considered compliant but will not be awarded points.
Offers with a storage capacity for the “Storage NAS” product of less than 64 TB will be declared non‑compliant.
No additional points will be awarded for offers that contain a “Storage NAS” capacity larger than 96 TB.
Provision of additional capacity shall be carried out only in compliance with the other requirements set out in the specification for the “Storage NAS” storage capacity.",100200524,,,,,,
422,,"Pretul ofertei: Componenta financiara, Punctajul se acorda astfel: a) Pentru cel mai scazut dintre preturi se acorda punctajul maxim alocat; b) Pentru celelalte preturi ofertate punctajul P(n) se calculeaza proportional, astfel: P(n) = (Pret minim ofertat / Pret n) x punctaj maxim alocat.","Offer price: Financial component, the score is awarded as follows: a) The lowest price receives the maximum allocated score; b) For the other offered prices the score P(n) is calculated proportionally as follows: P(n) = (Minimum offered price / Price n) x maximum allocated score.",100200541,,,,,,
423,,"Norma de poluare (NP): Componenta tehnica, Norma de poluare (NP)                     Componenta tehnica                               10%
Punctaj maxim factor: 10                      Norma de poluare (NP)                      

Algoritm de calcul: Pentru fiecare utilaj se va acorda urmatorul punctaj:
a) Pentru NP Euro 6, Hibrid, Electric = 10 puncte;
b) Pentru NP Euro 5 = 8 puncte;
c) Pentru NP Euro 4 = 6 puncte;
d) Pentru NP Euro 3 = 4 puncte;
e) Pentru NP Euro 2 = 2 puncte;
f) Pentru NP Euro 1 = 1 punct
g) Pentru NP Non‑Euro = 0 puncte.

Punctajul pentru componenta tehnica se va acorda dupa urmatoarea formula:

PcT = (Pnp0 + Pnp1 + Pnp2 + Pnp3 + Pnp4 + Pnp5 + Pnp6)/(Numar de autoutilaje)
unde:
Pnp0 – punctaj aferent utilaje cu NP Non‑Euro;
Pnp1 – punctaj aferent utilaje cu NP Euro 1;
Pnp2 – punctaj aferent utilaje cu NP Euro 2;
Pnp3 – punctaj aferent utilaje cu NP Euro 3;
Pnp4 – punctaj aferent utilaje cu NP Euro 4;
Pnp5 – punctaj aferent utilaje cu NP Euro 5;
Pnp6 – punctaj aferent utilaje cu NP Euro 6, Hibrid, Electric.
Pnp0, Pnp1, Pnp2, Pnp3, Pnp4, Pnp5, Pnp6 se determina inmultind numarul utilajelor cu punctajul aferent normei de poluare, mai sus mentionat.

Pentru realizarea punctajului pentru componenta tehnica se vor lua in calcul doar vehiculele prevazute in Anexa 5, care au norma de poluare Euro, astfel:
- autobasculante cu lama si raspanditor : 4 bucati;
- autospeciala LEA – 4 bucati.
Punctajul se realizeaza prin rotunjirea la doua zecimale.
In vederea acordarii punctajelor, ofertantul va prezenta documente justificative pentru autoutilajele propuse pentru factorul tehnic de evaluare (carte de identitate, certificate de inmatriculare, sau alte documente din care sa reiasa in mod clar norma de poluare).
In cazul in care, in cadrul unei oferte se vor prezenta mai multe autovehicule decat minimul necesar impus de catre autoritatea contractanta, ofertantul va mentiona in mod clar in cadrul Propunerii tehnice, vehiculele care vor fi luate in considerare pentru obtinerea punctajului pentru componenta tehnica.","Pollution Standard (NP): Technical Component, Pollution Standard (NP)                     Technical Component                               10%
Maximum factor score: 10                      Pollution Standard (NP)

Calculation algorithm: For each machine the following points will be awarded:
a) For NP Euro 6, Hybrid, Electric = 10 points;
b) For NP Euro 5 = 8 points;
c) For NP Euro 4 = 6 points;
d) For NP Euro 3 = 4 points;
e) For NP Euro 2 = 2 points;
f) For NP Euro 1 = 1 point;
g) For NP Non‑Euro = 0 points.

The score for the technical component will be assigned according to the following formula:

PcT = (Pnp0 + Pnp1 + Pnp2 + Pnp3 + Pnp4 + Pnp5 + Pnp6) / (Number of vehicles)
where:
Pnp0 – score for machines with NP Non‑Euro;
Pnp1 – score for machines with NP Euro 1;
Pnp2 – score for machines with NP Euro 2;
Pnp3 – score for machines with NP Euro 3;
Pnp4 – score for machines with NP Euro 4;
Pnp5 – score for machines with NP Euro 5;
Pnp6 – score for machines with NP Euro 6, Hybrid, Electric.
Pnp0, Pnp1, Pnp2, Pnp3, Pnp4, Pnp5, Pnp6 are determined by multiplying the number of machines by the respective pollution‑standard points listed above.

To calculate the technical component score, only the vehicles listed in Annex 5 that have a Euro pollution standard will be considered, namely:
- Dump trucks with blade and spreader: 4 units;
- Special vehicle LEA: 4 units.
The score is rounded to two decimal places.
For the purpose of awarding points, the bidder must submit supporting documents for the proposed machines for the technical evaluation factor (identity card, registration certificates, or other documents clearly indicating the pollution standard).
If, in an offer, more vehicles are presented than the minimum required by the contracting authority, the bidder must clearly indicate in the technical proposal which vehicles will be considered for obtaining the technical component score.",100200541,,,,,,
424,,"Pretul ofertei: Componenta financiara, Punctajul se acorda astfel: a) Pentru cel mai scazut dintre preturi se acorda punctajul maxim alocat; b) Pentru celelalte preturi ofertate punctajul P(n) se calculeaza proportional, astfel: P(n) = (Pret minim ofertat / Pret n) x punctaj maxim alocat.","Bid price: Financial component, the score is awarded as follows: a) The lowest price receives the maximum allocated score; b) For the other offered prices the score P(n) is calculated proportionally as follows: P(n) = (Lowest offered price / Price n) × maximum allocated score.",100200542,,,,,,
425,,"Perioada de garanție standard de funcționare a microbuzului (Pth GS.): Perioada de garanție standard de funcționare a microbuzului (Pth GS.)  în conformitate cu principiile DNSH, care facilitează investițiile durabile, așa cum sunt prezentate în Regulamentul (UE) 2020/852 cu o valoare de 15 puncte din totalul de 100 de puncte, a)   Pentru perioada minimă de  3 ani (36 luni) – NU se acordă punctaj
b)   Pentru perioada de garantie cea mai extinsă ofertata se acordă punctajul maxim: 15 puncte
c)   Pentru celelalte perioade de garantie microbuz ofertate P(n GS) punctajul alocat se va calcula proporțional, astfel
Pth GS = (G.S n /G.S max) x Punctaj maxim alocat (15 puncte)

unde:
Pth GS – punctaj aferent factorului de evaluare tehnic - garanție standard de funcționare (max. 15p);
G.S max  – perioada cea mai mare acordată pentru garanția standard – exprimată în luni;
G.S n – perioada de garanție standard prezentată de ofertantul ”n” – exprimată în luni;
Perioada de garanţie standard minim acceptată este de 3 ani, iar perioada de garanţie maximă este de 8 ani. Peste perioada maximă de garanţie menţionată anterior, oferta nu va fi punctată suplimentar.","Standard warranty period for the operation of the minibus (Pth GS.): Standard warranty period for the operation of the minibus (Pth GS) in accordance with the DNSH principles that facilitate sustainable investments, as presented in Regulation (EU) 2020/852, with a value of 15 points out of a total of 100 points. a) For the minimum period of 3 years (36 months) – no points are awarded.
b) For the longest warranty period offered, the maximum score is awarded: 15 points.
c) For other offered warranty periods, the allocated score P(n GS) will be calculated proportionally as follows:
Pth GS = (G.S n / G.S max) × maximum allocated score (15 points).

where:
Pth GS – score corresponding to the technical evaluation factor – standard operational warranty (max. 15 points);
G.S max – the longest period granted for the standard warranty, expressed in months;
G.S n – the standard warranty period presented by bidder ""n"", expressed in months.
The minimum accepted standard warranty period is 3 years, and the maximum warranty period is 8 years. Offers exceeding the maximum warranty period mentioned above will not receive additional points.",100200542,,,,,,
426,,"Perioada de garanție acordată grupului de baterii (Pth BAT): Perioada de garanție acordată grupului de baterii (Pth BAT) cu o valoare de 20 puncte din totalul de 100 de puncte, a)   Pentru perioada minimă de 36 luni – NU se acordă punctaj
b)   Pentru perioada cea mai extinsă ofertata/acordata se acordă punctajul maxim: 15 puncte
c)   Pentru celelalte perioade ofertate P(n NAT) punctajul alocat se va calcula proporțional, astfel
Pth BAT = (BAT n /BAT max) x Punctaj maxim alocat (20 puncte)
unde:
Pth BAT – punctaj aferent factorului de evaluare tehnic - garanție grup de baterii (max. 15p);
BAT max  – perioada cea mai mare acordată pentru garanția grupului de baterii – exprimată în luni;
BAT n – perioada de garanție a grupului de baterii prezentată de ofertantul ”n”

Perioada de garanţie acordată grupului de baterii minim acceptată este de 3 ani, iar perioada de garanţie maximă este de 8 ani. Peste perioada maximă de garanţie menţionată anterior, oferta nu va fi punctată suplimentar.","Warranty period granted to the battery group (Pth BAT): The warranty period for the battery group has a value of 20 points out of a total of 100 points.

a) For the minimum period of 36 months – no points are awarded.

b) For the longest period offered/awarded, the maximum score is awarded: 15 points.

c) For other offered periods, the allocated score P(n NAT) will be calculated proportionally as follows:
Pth BAT = (BAT n / BAT max) × maximum allocated points (20 points)
where:
- Pth BAT – score corresponding to the technical evaluation factor – battery group warranty (max. 15 points);
- BAT max – the longest period granted for the battery group warranty, expressed in months;
- BAT n – the warranty period of the battery group presented by bidder “n”.

The minimum accepted warranty period for the battery group is 3 years, and the maximum warranty period is 8 years. Offers exceeding the maximum warranty period mentioned above will not receive additional points.",100200542,,,,,,
