,match,criteria_from_actual_contract_in_original_romanian,criteria_from_actual_contract_translated_in_english,id,criteria from actual contract in original Romanina,criteria from actural contract translated in English
126,No match,"NU ESTE CAZUL: NU ESTE CAZUL, NU ESTE CAZUL","Not applicable: Not applicable, Not applicable",100197583,,
127,no match,"NU ESTE CAZUL: NU ESTE CAZUL, NU ESTE CAZUL","Not applicable: Not applicable, Not applicable",100197583,,
128,No match,"Pretul ofertei: Componenta financiara, Punctajul se acorda astfel: a) Pentru cel mai scazut dintre preturi se acorda punctajul maxim alocat; b) Pentru celelalte preturi ofertate punctajul P(n) se calculeaza proportional, astfel: P(n) = (Pret minim ofertat / Pret n) x punctaj maxim alocat.","Offer price: Financial component. The scoring is awarded as follows: a) The lowest price receives the maximum allocated score; b) For the other offered prices, the score P(n) is calculated proportionally, as follows: P(n) = (Lowest offered price / Price n) x maximum allocated score.",100197587,,
129,no match,"Perioada de garanţie acordată produselor (P2): Componentă tehnică, -ofertele care prezintă 2 ani garanție vor primi punctaj zero, ofertă conformă; -ofertele care prezintă +1 an de garanție suplimentară față de cei 2 ani minim solicitați vor primi 0,25 x 30 puncte= 7,5 puncte; - ofertele care prezintă +2 ani de garanție suplimentară față de cei minim 2 ani solicitați vor primi 0,5 x 30 puncte= 15 puncte; -ofertele care prezintă + 3 ani de garanție suplimentară față de cei minim 2 ani solicitați vor primi 0,75 x 30 puncte = 22,50 puncte; -ofertele care prezintă + 4 ani sau mai mulți de garanție suplimentară față de cei minim 2 ani solicitați vor primi punctajul maxim, 30 puncte. Ofertele care prezintă o garanție mai mică de 24 luni (2 ani) vor fi declarate neconforme.","Warranty period granted for the products (P2): Technical component, - bids that offer 2 years of warranty will receive zero points; the bid is compliant; - bids that offer +1 year of additional warranty compared to the minimum requested 2 years will receive 0.25 x 30 points = 7.5 points; - bids that offer +2 years of additional warranty compared to the minimum requested 2 years will receive 0.5 x 30 points = 15 points; - bids that offer +3 years of additional warranty compared to the minimum requested 2 years will receive 0.75 x 30 points = 22.50 points; - bids that offer +4 years or more of additional warranty compared to the minimum requested 2 years will receive the maximum score, 30 points. Bids that offer a warranty of less than 24 months (2 years) will be declared non-compliant.",100197587,,
130,No match,"Lanțul de aprovizionare (P3): Componentă tehnică, - ofertele care prezintă livrări directe, fără niciun intermediar, de la producător la achizitor, vor primi punctaj maxim, 30 puncte
- ofertele care prezintă un singur intermediar implicat în lanțul de aprovizionare vor primi punctaj de 20 puncte
- ofertele care prezintă doi intermediari implicați în lanțul de aprovizionare vor primi punctaj de 10 puncte.
- ofertele care prezintă trei, patru sau cinci intermediari în lanțul de aprovizionare vor primi punctaj zero, ofertă conformă.
Ofertele care prezintă un număr de intermediari mai mare de șase vor fi declarate neconforme.","Supply chain (P3): Technical component
- offers that provide direct deliveries, without any intermediary, from the producer to the purchaser will receive the maximum score, 30 points
- offers that involve a single intermediary in the supply chain will receive a score of 20 points
- offers that involve two intermediaries in the supply chain will receive a score of 10 points
- offers that involve three, four or five intermediaries in the supply chain will receive zero points, compliant offer.
Offers that involve a number of intermediaries greater than six will be declared non-compliant.",100197587,,
131,no_match,"Pretul ofertei: Componenta financiara, Punctajul se acorda astfel: a) Pentru cel mai scazut dintre preturi se acorda punctajul maxim alocat; b) Pentru celelalte preturi ofertate punctajul P(n) se calculeaza proportional, astfel: P(n) = (Pret minim ofertat / Pret n) x punctaj maxim alocat.","Offer price: Financial component. The scoring is awarded as follows: a) The lowest price receives the maximum allocated score; b) For the other offered prices, the score P(n) is calculated proportionally, as follows: P(n) = (Lowest offered price / Price n) × maximum allocated score.",100197602,,
132,No match,"Termenul de livrare: Componenta tehnică, Termenul maxim de livrare este de maxim 10 luni de la data semnarii contractului de furnizare .
Pentru termenul de livrare cel mai mic oferit (socotit in luni) se va acorda punctajul maxim respectiv 15 puncte .
Pentru alte termene de livrare oferite de ofertantul “n” (socotite in luni) punctajul se acorda conform relatiei :
P2 =(termenul de livrare cel mai mic oferit/termenul de livrare oferit de ofertantul “n”) x 15","Delivery time: Technical component. The maximum delivery time is 10 months from the date of signing the supply contract.
For the shortest delivery time offered (calculated in months), the maximum score of 15 points will be awarded.
For other delivery times offered by bidder “n” (calculated in months), the score is awarded according to the formula:
P2 = (shortest offered delivery time / delivery time offered by bidder “n”) x 15",100197602,,
133,no match,"Perioada de garantie: Componenta tehnică, Pentru perioada de garantie cea mai mare oferita , se acordă 15 puncte. Pentru alte perioade oferite punctajul se acordă astfel:
P3= (perioada de garantie oferită in oferta “n”/perioada de garantie cea mai mare oferită)x15
Perioada de garantie se va exprima în ani. Ofertele cu perioada de garantie mai mica decat garantia minima acceptata de 3 ani sau 150.000 km , vor fi considerate neconforme. Perioada de garantie maxima peste care oferta nu va fi punctata suplimentar este de 5 ani ( perioade de garantie oferite de 5 ani , sau mai mari se vor puncta cu acelasi numar de puncte: 15 puncte).
Punctajul total se obtine prin insumarea punctelor obtinute pentru toti factorii de evaluare conform relatiei:
P= P1+P2+P3
unde:
P = punctajul total acordat pentru fiecare oferta;
P1, P2, P3 = punctajul acordat pentru fiecare factor de evaluare
Criteriile care nu vor putea fi apreciate de comisia de evaluare din lipsa documentelor şi datelor solicitate, vor fi punctate cu zero puncte.","Warranty period: Technical component. For the largest warranty period offered, 15 points are awarded. For other periods offered, the score is awarded as follows:
P3 = (warranty period offered in offer “n” / the largest warranty period offered) x 15
The warranty period will be expressed in years. Offers with a warranty period shorter than the minimum accepted warranty of 3 years or 150,000 km will be considered non-compliant. The maximum warranty period beyond which the offer will not be awarded additional points is 5 years (warranty periods of 5 years or more will be awarded the same number of points: 15 points).
The total score is obtained by summing the points obtained for all evaluation factors according to the relation:
P = P1 + P2 + P3
where:
P = total score awarded for each offer;
P1, P2, P3 = the score awarded for each evaluation factor.
Criteria that cannot be evaluated by the evaluation committee due to lack of the requested documents and data will be scored with zero points.",100197602,,
134,No match,"Pretul ofertei: Componenta financiara, Punctajul se acorda astfel: a) Pentru cel mai scazut dintre preturi se acorda punctajul maxim alocat; b) Pentru celelalte preturi ofertate punctajul P(n) se calculeaza proportional, astfel: P(n) = (Pret minim ofertat / Pret n) x punctaj maxim alocat.","Offer price: Financial component. The scoring is awarded as follows: a) The lowest price receives the maximum allocated score; b) For the other offered prices, the score P(n) is calculated proportionally, as follows: P(n) = (Lowest offered price / Price n) × maximum allocated score.",100197607,,
135,None,"Numărul de angajați ofertat cu program crescut de la 4 la 6 ore: Componenta tehnica 1- Numărul de angajați ofertat (în plus față de cel solicitat de autoritatea contractantă în Anexa nr. 3 coloana 6 a caietului de sarcini) cu program crescut de la 4 la 6 ore (fără costuri suplimentare). Astfel, pentru creșterea numărului de ore lucrate de personalul din coloana 6 se vor acorda puncte conform algoritmului de calcul. 
Punctaj maxim factor -  15 puncte, Punctaj suplimentar Nr. angajați cu program crescut de la 4 la 6 ore (fără costuri suplimentare) 15 puncte - 14-19 angajați, 10 puncte -  7-13 angajați, 5 puncte -  1-6 angajați","Number of employees offered with an increased working schedule from 4 to 6 hours: Technical component 1 – The number of employees offered (in addition to those requested by the contracting authority in Annex no. 3, column 6 of the specifications) with an increased schedule from 4 to 6 hours (at no additional cost). Thus, for increasing the number of hours worked by the staff in column 6, points will be awarded according to the calculation algorithm.
Maximum factor score – 15 points. Additional score for the number of employees with schedule increased from 4 to 6 hours (at no additional cost): 15 points – 14–19 employees, 10 points – 7–13 employees, 5 points – 1–6 employees.",100197607,,
136,No match,"Numărul de angajați ofertat cu program crescut de la 6 la 8 ore: Componenta tehnica 2 - Numărul de angajați ofertat (în plus față de cel solicitat de autoritatea contractantă în Anexa nr. 3 coloana 5 a caietului de sarcini) cu program crescut de la 6 la 8 ore (fără costuri suplimentare). Astfel, pentru creșterea numărului de ore lucrate de personalul din coloana 5 se vor acorda puncte conform algoritmului de calcul. Punctaj maxim factor - 15 puncte, Punctaj suplimentar Nr. angajați cu program crescut de la 6 la 8 ore (fără costuri suplimentare) 15 puncte - 8-11 angajați, 10 puncte  - 4-7 angajați,  5 puncte - 1-3 angajați.","Number of offered employees with an increased schedule from 6 to 8 hours: Technical component 2 - Number of offered employees (in addition to those requested by the contracting authority in Annex no. 3, column 5 of the specifications) with a schedule increased from 6 to 8 hours (without additional costs). Thus, for increasing the number of hours worked by the personnel in column 5, points will be awarded according to the calculation algorithm. Maximum score for the factor – 15 points. Additional scoring for the number of employees with a schedule increased from 6 to 8 hours (without additional costs): 15 points – 8–11 employees; 10 points – 4–7 employees; 5 points – 1–3 employees.",100197607,,
137,no match,"Volumul suprastructurii (benei): Volumul suprastructurii (benei) pentru produse., a)Pentru factorul de evaluare, volumul suprastructurii, ofertantul care acorda volumul cel mai mare va primi 10 puncte.
b)Pentru orice alt volum ofertat decat cel de la litera a) punctajul se acorda astfel: Punctaj = (volumul suprastructurii (benei) ofertat/ volumul suprastructurii max) X 10 puncte.
Oferta va fi declarata neconforma daca volumul suprastructurii(benei) ofertat este mai mica de 18m³.
Mod de indeplinire al criteriului:
Se va prezenta o declaratie in care se va specifica volumul suprastructurii pentru produse, care va fi exprimata in m³.","Superstructure (body) volume: The superstructure (body) volume for the products. a) For the evaluation factor, superstructure volume, the tenderer who offers the largest volume will receive 10 points.
b) For any other volume offered than that in letter a), the score is awarded as follows: Score = (offered superstructure (body) volume / maximum superstructure volume) × 10 points.
The offer will be declared non-compliant if the offered superstructure (body) volume is less than 18 m³.
Method of fulfilling the criterion:
A declaration shall be submitted specifying the superstructure volume for the products, expressed in m³.",100197608,,
138,No match,"Pretul ofertei: Componenta financiara, Punctajul se acorda astfel: a) Pentru cel mai scazut dintre preturi se acorda punctajul maxim alocat; b) Pentru celelalte preturi ofertate punctajul P(n) se calculeaza proportional, astfel: P(n) = (Pret minim ofertat / Pret n) x punctaj maxim alocat.","Offer price: Financial component. Points are awarded as follows: a) The lowest price receives the maximum allocated score; b) For the other offered prices, the score P(n) is calculated proportionally as follows: P(n) = (Lowest offered price / Price n) x maximum allocated score.",100197608,,
139,no match,"Puterea motorului: Puterea motorului pentru produse., a)Pentru factorul de evaluare, puterea motorului, ofertantul care acorda puterea motorului cea mai mare va primi 10 puncte.
b)Pentru orice alta putere ofertata decat cea de la litera a) punctajul se acorda astfel:  Punctaj = (puterea motorului ofertata/ puterea motorului max) X 10 puncte.
Oferta va fi declarata neconforma daca puterea motorului ofertata este mai mica de 325 kw.
Mod de indeplinire al criteriului:
Se va prezenta o declaratie in care se va specifica puterea motorului pentru produse, care va fi exprimata in Kw.","Engine power: Engine power for the products.
a) For the evaluation factor, engine power, the bidder offering the highest engine power will receive 10 points.
b) For any other power offered than that in letter a), the score is awarded as follows: Score = (offered engine power / maximum engine power) × 10 points.
The bid will be declared non-compliant if the offered engine power is less than 325 kW.
Method of fulfilling the criterion:
A statement will be provided specifying the engine power for the products, expressed in kW.",100197608,,
140,No match,"Termenul de livrare: Termenul de livrare al produselor ce urmeaza sa se achizitioneze, in conditiile prezentate in caietul de sarcini., a)Pentru factorul de evaluare, termenul de livrare, ofertantul care acorda cel mai mic numar de zile de livrare, va primi 20 puncte.
b)Pentru orice alt termen de livrare decat cel de la litera a) punctajul se acorda astfel:  Punctaj = (termen livrare minim/ termen livrare ofertat) X 20 puncte.
Oferta va fi declarata neconforma in situatia in care termenul de livrare al produselor, este mai mare de 180 de zile.
Modul de indeplinire al criteriului:
Se va prezenta o declaratie in care se va specifica termenul de livrare conform cerintelor din caietul de sarcini.","Delivery time: The delivery time of the products to be purchased, under the conditions presented in the specifications. a) For the evaluation factor “delivery time”, the tenderer who offers the lowest number of delivery days will receive 20 points.
b) For any other delivery time than that under letter a), the score is awarded as follows: Score = (minimum delivery time / offered delivery time) x 20 points.
The offer will be declared non-compliant if the delivery time of the products is greater than 180 days.
How the criterion shall be fulfilled:
A declaration shall be submitted specifying the delivery time in accordance with the requirements in the specifications.",100197608,,
141,No match,"Pretul ofertei: Componenta financiara, Punctajul se acorda astfel: a) Pentru cel mai scazut dintre preturi se acorda punctajul maxim alocat; b) Pentru celelalte preturi ofertate punctajul P(n) se calculeaza proportional, astfel: P(n) = (Pret minim ofertat / Pret n) x punctaj maxim alocat.","Offer price: Financial component. The scoring is awarded as follows: a) The lowest among the prices is awarded the maximum allocated score; b) For the other offered prices, the score P(n) is calculated proportionally, as follows: P(n) = (Lowest offered price / Price n) × maximum allocated score.",100197610,,
142,No match,"Termenul de livrare: Termenul de livrare al produselor ce urmeaza sa se achizitioneze, in conditiile prezentate in caietul de sarcini., a)Pentru factorul de evaluare, termenul de livrare, ofertantul care acorda cel mai mic numar de zile de livrare, va primi 20 puncte.
b)Pentru orice alt termen de livrare decat cel de la litera a) punctajul se acorda astfel:  Punctaj = (termen livrare minim/ termen livrare ofertat) X 20 puncte.
Oferta va fi declarata neconforma in situatia in care termenul de livrare al produselor, este mai mare de 180 de zile.
Modul de indeplinire al criteriului:
Se va prezenta o declaratie in care se va specifica termenul de livrare conform cerintelor din caietul de sarcini.","Delivery time: The delivery time for the products to be purchased, under the conditions presented in the specifications. a) For the evaluation factor “delivery time,” the tenderer who offers the lowest number of delivery days will receive 20 points.
b) For any delivery time other than that under letter a), the score is awarded as follows: Score = (minimum delivery time / offered delivery time) × 20 points.
The tender will be declared non-compliant if the delivery time for the products is greater than 180 days.
How the criterion is to be met:
A statement shall be submitted specifying the delivery time in accordance with the requirements in the specifications.",100197610,,
143,NO_MATCH,"Volumul suprastructurii (benei): Volumul suprastructurii (benei) pentru produse., a)Pentru factorul de evaluare, volumul suprastructurii, ofertantul care acorda volumul cel mai mare va primi 10 puncte.
b)Pentru orice alt volum ofertat decat cel de la litera a) punctajul se acorda astfel:  Punctaj = (volumul suprastructurii (benei) ofertat/ volumul suprastructurii max) X 10 puncte.
Oferta va fi declarata neconforma daca volumul suprastructurii(benei) ofertat este mai mica de 18m³.
Mod de indeplinire al criteriului:
Se va prezenta o declaratie in care se va specifica volumul suprastructurii pentru produse, care va fi exprimata in m³.","Superstructure (tipper/dump body) volume: The volume of the superstructure (tipper/dump body) for products.
a) For the evaluation factor “superstructure volume”, the bidder offering the largest volume will receive 10 points.
b) For any other offered volume than in letter a), the score is awarded as follows: Score = (offered superstructure (tipper/dump body) volume / maximum superstructure volume) × 10 points.
The tender will be declared non-compliant if the offered superstructure (tipper/dump body) volume is less than 18 m³.
How the criterion is to be met:
A statement shall be submitted specifying the superstructure volume for products, expressed in m³.",100197610,,
144,No match,"Puterea motorului: Puterea motorului pentru produse., a)Pentru factorul de evaluare, puterea motorului, ofertantul care acorda puterea motorului cea mai mare va primi 10 puncte.
b)Pentru orice alta putere ofertata decat cea de la litera a) punctajul se acorda astfel:  Punctaj = (puterea motorului ofertata/ puterea motorului max) X 10 puncte.
Oferta va fi declarata neconforma daca puterea motorului ofertata este mai mica de 325 kw.
Mod de indeplinire al criteriului:
Se va prezenta o declaratie in care se va specifica puterea motorului pentru produse, care va fi exprimata in Kw.","Engine power: Engine power for the products. a) For the evaluation factor “engine power,” the bidder that offers the highest engine power will receive 10 points.
b) For any other offered power than that in letter a), the score is awarded as follows: Score = (offered engine power / maximum engine power) x 10 points.
The offer will be declared non-compliant if the offered engine power is less than 325 kW.
Method of fulfilling the criterion:
A statement shall be submitted specifying the engine power for the products, which will be expressed in kW.",100197610,,
145,No match,"Pretul ofertei: Componenta financiara, Punctajul se acorda astfel: a) Pentru cel mai scazut dintre preturi se acorda punctajul maxim alocat; b) Pentru celelalte preturi ofertate punctajul P(n) se calculeaza proportional, astfel: P(n) = (Pret minim ofertat / Pret n) x punctaj maxim alocat.","Offer price: Financial component. The scoring is awarded as follows: a) The lowest price receives the maximum allocated score; b) For the other offered prices, the score P(n) is calculated proportionally, as follows: P(n) = (Lowest offered price / Price n) x maximum allocated score.",100197611,,
146,No match,"Garantie totala completa: Criterii tehnice, Punctajul pentru factorul de evaluare “ Garantie totala completa” se va acorda dupa cum urmeaza:
a. pentru garantia minima solicitata prin caietul de sarcini se acorda 0 puncte;
b. pentru garantia completa ( full-service) de minim 36 de luni se acorda 10 puncte;
c. pentru garantia completa ( full-service) de minim 48 de luni se acorda 20 puncte;
Nota: Termenul de garantie nu poate fi mai mic de 24 de luni.Ofertele cu termen de garantie mai mic de 24 de luni sunt neconforme.","Complete full warranty: Technical criteria. The score for the evaluation factor “Complete full warranty” will be awarded as follows:
a. for the minimum warranty requested in the specifications, 0 points are awarded;
b. for a complete (full-service) warranty of at least 36 months, 10 points are awarded;
c. for a complete (full-service) warranty of at least 48 months, 20 points are awarded;
Note: The warranty term cannot be less than 24 months. Offers with a warranty term of less than 24 months are non-compliant.",100197611,,
147,No match,"Criterii tehnice: Criterii tehnice, 1. Echipamentul sa aiba integrata o baterie reincarcabila sau UPS,care sa permita scanarea fara conectare la reteaua electrica pentru minim 120 minute. Punctaj Intre 120-150 minute inclusiv : 5 puncte,Peste 150 minute : 10 puncte
2. Echipamentul sa permita moduri de functionare combinate in sistem duplex: B 2D/CW, B 2D/PW, B 2D/Elasto, B 2D/Contrast Punctaj 10 puncte
3. PRF pentru Doppler Color - Harti de culoare minim 8 Punctaj Intre 8-9 inclusiv : 5 puncte  Peste 9 harti de culoare : 10 puncte
4. Echipamentul sa permita moduri de functionare combinate in sistem triplex : B 2D/CW/PW sau B 2D/CW/Elasto Punctajj 10 puncte","Technical criteria: Technical criteria, 1. The equipment must have an integrated rechargeable battery or UPS that allows scanning without connection to the electrical network for at least 120 minutes. Scoring: Between 120–150 minutes inclusive: 5 points; Over 150 minutes: 10 points
2. The equipment must allow combined operating modes in duplex system: B 2D/CW, B 2D/PW, B 2D/Elasto, B 2D/Contrast. Scoring: 10 points
3. PRF for Color Doppler – minimum 8 color maps. Scoring: Between 8–9 inclusive: 5 points; Over 9 color maps: 10 points
4. The equipment must allow combined operating modes in triplex system: B 2D/CW/PW or B 2D/CW/Elasto. Scoring: 10 points",100197611,,
148,no_match,"Pretul ofertei: Componenta financiara, Punctajul se acorda astfel: a) Pentru cel mai scazut dintre preturi se acorda punctajul maxim alocat; b) Pentru celelalte preturi ofertate punctajul P(n) se calculeaza proportional, astfel: P(n) = (Pret minim ofertat / Pret n) x punctaj maxim alocat.","Offer price: Financial component. The scoring is awarded as follows: a) The lowest of the prices receives the maximum allocated score; b) For the other offered prices, the score P(n) is calculated proportionally, as follows: P(n) = (Lowest offered price / Price n) x maximum allocated score.",100197652,,
149,,"2. Omogenitatea garantata minima a campului magnetic pentru un volum sferic cu diametrul de 30 cm: max 0.2 ppm. 
Valoarea omogenitatii trebuie sa fie masurata prin metoda V-RMS cu date din 24 de masuratori pe fiecare din cele 32 de planuri.: Componenta tehnica, a)   Pentru o valoare = 0.2 ppm se acorda 0 puncte
b)   Pentru o valoare > 0.15 ppm, dar < 0.2 ppm, se acorda 2,5 puncte
c)   Pentru o valoare ≤ 0.15 ppm se acorda 5 puncte","2. Minimum guaranteed homogeneity of the magnetic field for a spherical volume with a diameter of 30 cm: max 0.2 ppm. 
The homogeneity value must be measured by the V-RMS method using data from 24 measurements on each of the 32 planes. Technical component: a) For a value = 0.2 ppm, 0 points are awarded b) For a value > 0.15 ppm but < 0.2 ppm, 2.5 points are awarded c) For a value ≤ 0.15 ppm, 5 points are awarded",100197652,,
150,No match,"3. Viteza de reconstructie imagini 2D pentru o matrice de 256x256, la FOV maxim: minim 55.000 recon/sec: Componenta tehnica,
a) Pentru o valoare = 55000 recon/sec se acorda 0 puncte
b) Pentru o valoare > 55000 recon/sec, dar < 60000 recon/s, se acorda 2,5 puncte
c) Pentru o valoare ≥ 60000 recon/sec se acorda 5 puncte","3. 2D image reconstruction speed for a 256x256 matrix, at maximum FOV: minimum 55,000 recon/sec: Technical component,
a) For a value = 55,000 recon/sec, 0 points are awarded
b) For a value > 55,000 recon/sec but < 60,000 recon/sec, 2.5 points are awarded
c) For a value ≥ 60,000 recon/sec, 5 points are awarded",100197652,,
151,No match,"Secventele de difuzie sa aiba posibilitatea setarii a minim 16 valori pentru coeficientul b pentru harta ADC: Componenta tehnica, a)   Pentru o valoare = 16 valori pentru coeficientul b, se acorda 0 puncte b)   Pentru o valoare > 16 valori pentru coeficientul b, dar < 30 valori pentru coeficientul b, se acorda 2,5 puncte c)   Pentru o valoare ≥ 30 valori pentru coeficientul b, se acorda 5 puncte","Diffusion sequences must have the ability to set at least 16 values for the b coefficient for the ADC map. Technical component: a) If the number of b-values is 16, 0 points are awarded; b) If the number of b-values is greater than 16 but less than 30, 2.5 points are awarded; c) If the number of b-values is greater than or equal to 30, 5 points are awarded.",100197652,,
152,no match,"5. Secventa 3D dedicata care sa reduca artefactele cauzate de implanturile metalice compatibile RM: Componenta tehnica, a)   Daca rasunsul este “NU” se acorda 0 puncte
b)   Daca rasunsul este “DA” se acorda 5 puncte","5. Dedicated 3D sequence to reduce artifacts caused by MR-compatible metal implants: Technical component, a) If the answer is “NO” 0 points are awarded b) If the answer is “YES” 5 points are awarded",100197652,,
153,no match,"6. Performanta energetica a echipamentului: Componenta tehnica, Se acorda puncte in functie de consumul zilnic de energie in kW
Modurile de functionare:
Modurile de functionare sunt definite in conformitate cu documentul COCIR SRI-2018: „Masurarea IRM in ceea ce priveste metodologia consumului de energie”
- Modul „oprit”: sistemul functioneaza in starea de consum minim de energie pe care utilizatorul tipic o poate accesa – pe consola de operare a fost selectata optiunea „oprit” sau „deconectat”.
- Modul „pregatit pentru scanare” (“standby”): reprezinta starea sistemului intre scanarile individuale (de exemplu, in timpul manevrarii pacientului, al arhivarii datelor, al planificarii examinarii sau al injectiei cu substanta de contrast).
- Modul „pornit”: sistemul IRM scaneaza activ pentru a genera imagini prin trimiterea si primirea de energie de radiofrecventa si prin schimbarea gradientului campului magnetic. Sistemul computerizat interpreteaza datele si genereaza imaginea.”
Scenariu de utilizare predeterminat (utilizat ca referinta pentru compararea echipamentelor de IRM):
Ofertantii precizeaza consumul de energie zilnic E (kW), conform metodologiei si conditiilor de testare prevazute de COCIR SRI pentru echipamente de imagistica prin rezonanta magnetica sau de un standard echivalent.
Testele trebuie efectuate in laboratoare conform cu cerintele generale ale standardelor EN ISO 17025:2017, EN ISO 13485:2016 + A11:2021 sau al unui standard echivalent, in conditiile de testare mentionate mai sus.
Scenariul solicitat se va calcula pentru o zi (24 ore), astfel:
Sistemul se afla timp de:
- 10 ore in modul “Pornit” – 10 ore de scanare continua
- 12 ore in modul “Oprit”
- 2 ore in modul “Pregatit pentru scanare”
Performanta energetica a echipamentului se va exprima in kW si se va calcula prin insumarea celor 3 valori rezulate din scenariul prezentat, rezultand astfel o valoare pentru o zi (24 ore).
Pentru echipamentul cu cea mai bună performanță energetică dintre toate ofertele conforme se acordă punctajului maxim alocat de 20 puncte, pentru celelalte oferte, în funcție de datele înscrise în rapoartele de testare, punctajul se calculează proporțional:
PE= (Cmin / Cn) * Pmax, unde:
PE = performanta enegetica
Cmin = oferta cu cea mai bună performanta energetică a echipamentului
Cn = performanța energetică a echipamentului ofertat aflat sub evaluare.","6. Energy performance of the equipment: Technical component. Points are awarded based on daily energy consumption in kW.
Operating modes:
Operating modes are defined in accordance with the COCIR SRI-2018 document: ""Measuring MRI with respect to the energy consumption methodology.""
- ""Off"" mode: the system operates in the minimum energy consumption state that a typical user can access – the ""off"" or ""disconnect"" option has been selected on the operating console.
- ""Ready for scan"" (""standby"") mode: represents the system state between individual scans (e.g., during patient handling, data archiving, exam planning, or injection of contrast agent).
- ""On"" mode: the MRI system actively scans to generate images by sending and receiving radiofrequency energy and by switching the magnetic field gradient. The computer system interprets the data and generates the image.
Predetermined usage scenario (used as a reference for comparing MRI equipment):
Bidders shall specify the daily energy consumption E (kW), in accordance with the methodology and testing conditions provided by COCIR SRI for magnetic resonance imaging equipment or an equivalent standard.
Tests must be conducted in laboratories in accordance with the general requirements of standards EN ISO 17025:2017, EN ISO 13485:2016 + A11:2021 or an equivalent standard, under the testing conditions mentioned above.
The requested scenario will be calculated for one day (24 hours), as follows:
The system is for:
- 10 hours in ""On"" mode – 10 hours of continuous scanning
- 12 hours in ""Off"" mode
- 2 hours in ""Ready for scan"" mode
The energy performance of the equipment shall be expressed in kW and shall be calculated by summing the three values resulting from the presented scenario, thus yielding a value for one day (24 hours).
For the equipment with the best energy performance among all compliant offers, the maximum allocated score of 20 points is awarded; for the other offers, based on the data entered in the test reports, the score is calculated proportionally:
EP = (Cmin / Cn) * Pmax, where:
EP = energy performance
Cmin = the offer with the best energy performance of the equipment
Cn = the energy performance of the offered equipment under evaluation.",100197652,,
154,No match,"7. Instructaj pentru optimizarea eficientei energetice: Componenta tehnica, Ofertantul trebuie sa asigure un instructaj incluzand elemente de ajustare si reglaj fin al parametrilor de consum de energie electrica ai echipamentului (de exemplu, modul „standby”), in vederea optimizarii consumului de energie electrica.
Se vor puncta corespunzator, componentele programului de instruire in domeniul optimizarii energetice care trebuie asigurat, ce va avea urmatorii subfactori de evaluare (instructajul va fi inclus in formarea clinica si tehnica pe care o va asigura ofertantul):
• instruire introductiv-generala: durata minim 2 ore – 5 puncte
• instruire periodica pentru actualizarea cunostintelor:
- durata atelierului de instruire minim 2 ore – 5 puncte
• suport online - 5 puncte
• platforma de e-learning – 5puncte
Pentru cuprinderea in programul de instruire a subfactorilor de mai sus, in integralitate, se va acorda un punctaj maxim de 20 puncte.
Pentru cuprinderea in programul de instruire numai a anumitor subfactori de mai sus, se va acorda punctajul corespunzator fiecaruia.
Pentru necuprinderea in programul de instruire a niciunui subfactor de mai sus, se va acorda 0 puncte.","7. Training for optimizing energy efficiency: Technical component. The Bidder must provide training including elements for adjusting and fine-tuning the equipment’s electrical energy consumption parameters (for example, the “standby” mode), with a view to optimizing electricity consumption.
The components of the energy optimization training program to be provided will be scored accordingly and will have the following evaluation sub-factors (the training will be included in the clinical and technical training that the bidder will provide):
• Introductory–general training: minimum duration 2 hours – 5 points
• Periodic training for updating knowledge:
- minimum duration of the training workshop 2 hours – 5 points
• Online support – 5 points
• E-learning platform – 5 points
For including all of the above sub-factors in the training program, a maximum score of 20 points will be awarded.
For including only certain sub-factors above in the training program, the corresponding score for each will be awarded.
For not including any of the above sub-factors in the training program, 0 points will be awarded.",100197652,,
155,no_match,"Pretul ofertei: Componenta financiara, Punctajul se acorda astfel: a) Pentru cel mai scazut dintre preturi se acorda punctajul maxim alocat; b) Pentru celelalte preturi ofertate punctajul P(n) se calculeaza proportional, astfel: P(n) = (Pret minim ofertat / Pret n) x punctaj maxim alocat.","Offer price: Financial component. The scoring is awarded as follows: a) For the lowest price, the maximum allocated score is awarded; b) For the other offered prices, the score P(n) is calculated proportionally, as follows: P(n) = (Lowest offered price / Price n) x maximum allocated score.",100197662,,
