,match,criteria from actual contract in original Romanina,criteria from actural contract translated in English,id,criteria_from_actual_contract_in_original_romanian,criteria_from_actual_contract_translated_in_english,criteria_from_actual_contract_in_original_Romanian
392,No match,,,100198637,"Pretul ofertei: Componenta financiara, Punctajul se acorda astfel: a) Pentru cel mai scazut dintre preturi se acorda punctajul maxim alocat; b) Pentru celelalte preturi ofertate punctajul P(n) se calculeaza proportional, astfel: P(n) = (Pret minim ofertat / Pret n) x punctaj maxim alocat.","Offer price: Financial component. The scoring is awarded as follows: a) The lowest of the prices receives the maximum allocated score; b) For the other offered prices, the score P(n) is calculated proportionally as follows: P(n) = (Lowest offered price / Price n) x maximum allocated score.",
393,no match,,,100198637,"Componenta tehnica: Garanție echipamente hardware, Pentru componentele hardware, garanția va fi de minim 24 de luni de la data punerii in funcțiune a echipamentelor.
Punctajul maxim pentru acest criteriu este de 20 pct (maxim 60 luni garanție totală pentru componentele hardware).
Pentru acest criteriu punctajul se va acorda după cum urmează:
- pentru o garanție de 24 de luni pentru componentele hardware se acordă 5 puncte;
- pentru o garanție de 36 de luni pentru componentele hardware se acordă 10 puncte;
- pentru o garanție de 48 de luni pentru componentele hardware se acordă 15 puncte.
- pentru o garanție de 60 de luni pentru componentele hardware se acordă 20 puncte.
Pentru o perioada de garantie mai mica de 24 de luni de la data punerii în funciune a echipamentelor, ofertele vor fi punctate cu 0 puncte.
Pentru o garanție ofertată pentru componentele hardware de peste 60 de luni nu se acordă punctaj suplimentar.
Modalitatea de îndeplinire:
Se vor depune modele de certificate de garanție / declarații de garanție sau orice alte documente echivalente de unde să reiasă perioada de garanție pentru componentele hardware ofertată.","Technical component: Warranty for hardware equipment. For the hardware components, the warranty shall be at least 24 months from the date the equipment is put into operation.
The maximum score for this criterion is 20 points (maximum total warranty of 60 months for hardware components).
For this criterion, the scoring will be awarded as follows:
- for a 24-month warranty for hardware components, 5 points will be awarded;
- for a 36-month warranty for hardware components, 10 points will be awarded;
- for a 48-month warranty for hardware components, 15 points will be awarded;
- for a 60-month warranty for hardware components, 20 points will be awarded.
For a warranty period of less than 24 months from the date the equipment is commissioned, offers will be scored with 0 points.
For an offered warranty for hardware components of more than 60 months, no additional points will be awarded.
Method of fulfillment:
Models of warranty certificates / warranty declarations or any other equivalent documents shall be submitted from which the offered warranty period for the hardware components can be determined.",
394,No match,"Componenta tehnica: Ambalajul din material reciclat, Se cuantifică procentul de material reciclat folosit la ambalaj: se va puncta procentul de material reciclat folosit la ambalaj ≥ 50%.
-pentru oferta care prezintă cel mai mare procent material reciclat folosit la ambalaj, va obține punctajul maxim alocat de 10 de puncte
-pentru restul ofertelor admisibile, punctajul se calculează proporțional, astfel:
Punctaj ambalaj din material reciclat = (Procentul de material reciclat al ofertei/Cel mai mare procent de material reciclat) x 10.
Procentele de material reciclat folosit la ambalaj care se compară, în vederea acordării punctajului, sunt cele declarate în propunerea tehnică depusă de ofertant. Procentul de material reciclat folosit la ambalaj va fi exprimat în procente, fără zecimale. 
Nota: pentru procentul de material reciclat folosit la ambalaj < 50%, oferta va fi declarată conformă și punctată cu 0 puncte. 
Modalitatea de îndeplinire:
Se prezintă o descriere a ambalajului produsului din care să rezulte proporția de ambalaj reciclabil. Această descriere va fi însoțită/susținută de o declarație de conformitate din partea producătorului cu prezentul criteriu privind ambalajul produsului. Criteriul vizează numai ambalajele primare, astfel cum sunt definite în Directiva 94/62/CE, modificată prin Directiva 2004/12/CE.
Pentru ofertele care nu conțin descrierea și declarația de conformitate, la data depunerii, se vor acorda 0 puncte.
Totodată produsele care dețin o etichetă ecologică relevantă de tip I și care îndeplinesc criteriile enumerate, vor fi punctate cu 10 puncte (cu punctaj maxim alocat). Cu acest factor de evaluare se urmărește utilizarea de ambalaje care sunt în deplină corelație cu conservarea şi dezvoltarea mediului.
   În cazul în care două sau mai multe oferte sunt clasate pe primul loc, cu punctaje egale, departajarea se va face având în vedere punctajul obţinut la factorii de evaluare în ordinea descrescătoare a ponderilor acestora. În situaţia în care egalitatea se menţine, autoritatea contractantă va solicita noi propuneri financiare prin intermediul reofertarii disponibile in sistemul SEAP, in vederea departajarii ofertelor, caz in care contractul va fi atribuit ofertantului clasat pe primul loc in urma recalcularii punctajelor. Precizam ca acest lucru nu va afecta pozitiile superioare in clasament ocupate de ceilalti ofertanti.","Technical component: Packaging made from recycled material. The percentage of recycled material used in the packaging is quantified: the percentage of recycled material used in the packaging ≥ 50% will be scored.
- The offer that presents the highest percentage of recycled material used in the packaging will obtain the maximum allocated score of 10 points.
- For the rest of the admissible offers, the score is calculated proportionally, as follows:
Score for packaging made from recycled material = (Percentage of recycled material of the offer / The highest percentage of recycled material) x 10.
The percentages of recycled material used in the packaging that are compared for awarding the score are those declared in the technical proposal submitted by the bidder. The percentage of recycled material used in the packaging will be expressed as whole percentages, without decimals.
Note: for a percentage of recycled material used in the packaging < 50%, the offer will be declared compliant and scored with 0 points.
Method of fulfilment:
A description of the product’s packaging shall be presented showing the proportion of recyclable packaging. This description will be accompanied/supported by a declaration of conformity from the manufacturer with the present criterion regarding the product’s packaging. The criterion targets only primary packaging, as defined in Directive 94/62/EC, as amended by Directive 2004/12/EC.
For offers that do not contain the description and the declaration of conformity at the submission date, 0 points will be awarded.
Also, products that hold a relevant Type I ecolabel and meet the listed criteria will be scored with 10 points (maximum allocated score). This evaluation factor seeks the use of packaging that is in full correlation with the conservation and development of the environment.
In the event that two or more offers are ranked in first place with equal scores, the tie-break will be made considering the scores obtained for the evaluation factors in the descending order of their weights. If the tie persists, the contracting authority will request new financial proposals through the re-offering available in the SEAP system in order to differentiate the offers, in which case the contract will be awarded to the bidder ranked first after recalculating the scores. We specify that this will not affect the higher positions in the ranking occupied by the other bidders.",100198637,,,
395,No match,,,100198648,"Pretul ofertei: Componenta financiara, Punctajul se acorda astfel: a) Pentru cel mai scazut dintre preturi se acorda punctajul maxim alocat; b) Pentru celelalte preturi ofertate punctajul P(n) se calculeaza proportional, astfel: P(n) = (Pret minim ofertat / Pret n) x punctaj maxim alocat.","Offer price: Financial component. Points are awarded as follows: a) The lowest price is awarded the maximum allocated score; b) For the other offered prices, the score P(n) is calculated proportionally, as follows: P(n) = (Lowest offered price / Price n) x maximum allocated score.",
396,No match,,,100198648,"Valoarea mixtă a consumului de carburant - Punctarea valorii mixte a consumului de carburant - P 2 – 20 puncte: Pentru valoarea cea mai scăzută se va acorda punctajul maxim de 20 puncte., Pentru valoarea cea mai scăzută se va acorda punctajul maxim de 20 puncte.
Pentru celelalte valori, punctajul se va calcula după formula 
Vn = (Vmin / Vo) x 20.
Unde 
Vn – alte valori ofertate 
Vmin – valori minime ofertate 
Vo – valoare ofertată
Pentru un consum mixt mai mare de 9,5 litri/100 km oferta va fi declarata neconforma.","Mixed (combined) fuel consumption value – Scoring of the mixed fuel consumption value – P2 – 20 points: For the lowest value, the maximum score of 20 points will be awarded. For the lowest value, the maximum score of 20 points will be awarded.
For the other values, the score will be calculated using the formula 
Vn = (Vmin / Vo) × 20.
Where 
Vn – other values offered 
Vmin – minimum values offered 
Vo – value offered
For a combined consumption greater than 9.5 liters/100 km, the bid will be declared non-compliant.",
397,no match,,,100198648,"Garanția produselor: Se va puncta o garanție suplimentară față de cerințele minime stabilite prin caietul de sarcini (36 luni cu toate dotările incluse sau 100.000 km = 0 pct – ofertă conformă)., Autovehiculele a căror garanție generală va fi de 48 luni cu toate dotările incluse și nu mai puțin de 120.000 km = 5 pct 
Autovehiculele a căror garanție generală va fi de 60 luni cu toate dotările incluse și nu mai puțin de 140.000 km = 5 pct 
Ofertele superioare primesc punctaj maxim. 
Pentru ofertele a căror garanție generală va fi mai mica de 48 luni cu toate dotările incluse și mai puțin de 120.000 km, oferta va fi declarata neconformă","Product warranty: Additional warranty beyond the minimum requirements set in the specifications will be scored (36 months with all features included or 100,000 km = 0 points – compliant offer). Vehicles whose general warranty is 48 months with all features included and not less than 120,000 km = 5 points. Vehicles whose general warranty is 60 months with all features included and not less than 140,000 km = 5 points. Superior offers receive the maximum score. For offers whose general warranty is less than 48 months with all features included and less than 120,000 km, the offer will be declared non-compliant.",
398,No match,,,100198648,"Termenul de livrare al produselor - Punctarea termenului de livrare a autospecialelor – P 4 – 30 puncte: Se acordă 30 puncte pentru cel mai mic termen de livrare., Pentru termenul de livrare cel mai scăzut se va acorda punctajul maxim de 30 puncte.
Pentru ceilalți termeni de livrare, punctajul se va calcula după formula 
Tn = (Tmin / To) x 30. 
Unde 
Tn – alți termeni ofertați 
Tmin – termen minim ofertat
To – termen ofertat 

Pentru un termen de livrare ofertat mai mare de 85 de zile oferta va fi declarata neconformă, iar termenele de livrare ofertate mai mici de 30 de zile nu se punctează suplimentar.","Delivery term of the products - Scoring of the delivery term for the special vehicles – P 4 – 30 points: 30 points are awarded for the shortest delivery time. For the lowest delivery term, the maximum score of 30 points will be awarded.
For the other delivery terms, the score will be calculated using the formula:
Tn = (Tmin / To) x 30.
Where
Tn – other offered terms
Tmin – minimum offered term
To – offered term

For an offered delivery time greater than 85 days, the offer will be declared non-compliant, and offered delivery times less than 30 days are not additionally scored.",
399,no match,,,100198657,"Pretul ofertei: Componenta financiara, Punctajul se acorda astfel: a) Pentru cel mai scazut dintre preturi se acorda punctajul maxim alocat; b) Pentru celelalte preturi ofertate punctajul P(n) se calculeaza proportional, astfel: P(n) = (Pret minim ofertat / Pret n) x punctaj maxim alocat.","Offer price: Financial component. Scoring is awarded as follows: a) The lowest of the prices receives the maximum allocated score; b) For the other offered prices, the score P(n) is calculated proportionally, as follows: P(n) = (Minimum offered price / Price n) x maximum allocated score.",
400,No match,,,100198657,"Vechimea medie a parcului de
vehicule ofertat: Pentru a putea fi evaluată oferta, ofertantul va preciza obligatoriu în Fișa de prezentare a vehiculului anul fabricației (acesta va fi verificat de către comisia de vizualizare si verificare pentru evaluarea tehnica, pe baza
documentelor prezentate de ofertanți și a datelor de identificare în cadrul procesului de verificare tehnică a vehiculelor). Vechimea medie (Vm) a parcului de vehicule pentru fiecare lot se calculează prin însumarea  vârstelor vehiculelor ofertate (S) în cadrul respectivului lot împărțită la numărul de vehicule, Vm = S/n;
Pv – punctaj vechime medie
Vechimea medie Vm Punctaj Pv
0-5 ani 10
5-10 ani 8
10-20 ani 6
20-30 ani 4
peste 30 ani 2","Average age of the offered vehicle fleet: For the offer to be evaluated, the bidder must obligatorily indicate in the Vehicle Presentation Sheet the year of manufacture (this will be verified by the review and verification committee for the technical evaluation, based on the documents presented by bidders and the identification data within the technical verification process of the vehicles). The average age (Vm) of the vehicle fleet for each lot is calculated by summing the ages of the offered vehicles (S) in that lot and dividing by the number of vehicles, Vm = S/n;
Pv – average age score
Average age Vm Score Pv
0–5 years 10
5–10 years 8
10–20 years 6
20–30 years 4
over 30 years 2",
401,No match,,,100198718,"Pretul ofertei: Componenta financiara, Punctajul se acorda astfel: a) Pentru cel mai scazut dintre preturi se acorda punctajul maxim alocat; b) Pentru celelalte preturi ofertate punctajul P(n) se calculeaza proportional, astfel: P(n) = (Pret minim ofertat / Pret n) x punctaj maxim alocat.","Offer price: Financial component. Points are awarded as follows: a) The lowest price receives the maximum allocated score; b) For the other offered prices, the score P(n) is calculated proportionally as follows: P(n) = (minimum offered price / price n) × maximum allocated score.",
402,No match,,,100198718,"Termenul de livrare: Componenta calitativa, Punctajul pentru factorul de evaluare “termenul de livrare” (PTL) se acorda astfel: 
-pentru cel mai mic termen de livrare ofertat se acorda punctajul maxim alocat;
-pentru alt termen decat cel minim, punctajul se acorda astfel:
Punctaj termen livrare = (Tmin / T “n”) x Punctajul maxim alocat
Unde: 
Tmin = cel mai mic termen de livrare ofertat
T “n” = Termenul de livrare ofertat
Punctajul maxim alocat = 10 puncte
Termenul de livrare ofertat va fi exprimat in zile. Termenul minim sub care nu se va aplica punctaj suplimentar este 1 zi. Termenul maxim de livrare peste care oferta va fi declarata neconforma este de 5 zile.","Delivery time: Quality component. The score for the evaluation factor 'delivery time' (PTL) is awarded as follows:
- for the lowest offered delivery time, the maximum allocated score is awarded;
- for any delivery time other than the minimum, the score is awarded as follows:
Delivery time score = (Tmin / Tn) x Maximum allocated score
Where:
Tmin = the lowest offered delivery time
Tn = the offered delivery time
Maximum allocated score = 10 points
The offered delivery time will be expressed in days. The minimum term below which no additional points will be applied is 1 day. The maximum delivery time above which the bid will be declared non-compliant is 5 days.",
403,No match,,,100198735,"Eficiența energetică computer in modul activ (15%): Componenta tehnica, Computerele trebuie să aibă un consum de energie semnificativ redus, care constituie o parte importanta a utilizării energiei de către computere, conform cu cerințele programului Energy Star sau echivalent) Ofertantul trebuie să furnizeze rapoarte oficiale de testare întocmite conform metodelor de testare precizate în cea mai recentă versiune a programului Energy Star. Modelele care s-au calificat pentru programul Energy Star al UE și care sunt înregistrate în baza de date a programului pot fi punctate corespunzător. Înregistrările Energy Star din SUA trebuie să fie, de asemenea, acceptate, cu condiția ca testarea să se fi efectuat în conformitate cu cerințele europene privind puterea de intrare.
Algoritm de calcul: 
Computerul are un consum de energie electrică in modul activ mai mare sau egal cu 100 wh - 0 puncte; Computerul are un consum de energie electrică in modul activ între 100 și 50 wh - 10 puncte; Computerul are un consum de energie electrică in modul activ mai mic de 50 wh - 15 puncte. 

NOTA: produsul livrat va fi însoțit de documente provenite de la producător (fișe tehnice/rapoarte de testare) care confirmă consumul de energie electrică în modul activ și care atestă corespondența cu produsul ofertat.","Computer energy efficiency in active mode (15%): Technical component. Computers must have significantly reduced energy consumption—an important part of computers’ overall energy use—in accordance with the requirements of the Energy Star program or equivalent. The bidder must provide official test reports prepared according to the test methods specified in the latest version of the Energy Star program. Models that have qualified for the EU Energy Star program and are registered in the program’s database may be scored accordingly. Energy Star registrations from the USA must also be accepted, provided that testing was carried out in accordance with European input power requirements.
Scoring algorithm:
The computer’s active-mode energy consumption greater than or equal to 100 Wh – 0 points; active-mode energy consumption between 100 and 50 Wh – 10 points; active-mode energy consumption less than 50 Wh – 15 points.
NOTE: The delivered product will be accompanied by documents from the manufacturer (technical sheets/test reports) that confirm active-mode energy consumption and attest correspondence with the offered product.",
404,No match,,,100198735,"Pretul ofertei: Componenta financiara, Punctajul se acorda astfel: a) Pentru cel mai scazut dintre preturi se acorda punctajul maxim alocat; b) Pentru celelalte preturi ofertate punctajul P(n) se calculeaza proportional, astfel: P(n) = (Pret minim ofertat / Pret n) x punctaj maxim alocat.","Offer price: Financial component. Points are awarded as follows: a) The lowest price receives the maximum allocated score; b) For the other offered prices, the score P(n) is calculated proportionally, as follows: P(n) = (Lowest offered price / Price n) × maximum allocated score.",
405,No match,,,100198735,"Eficienta energetica monitor in modul veghe (sleep mode):: Componenta tehnica, Monitoarele trebuie să aibă un consum de energie semnificativ redus, care constituie o parte semnificativă a utilizării energiei de către monitoare, conform cu cerințele programului Energy Star sau echivalent) Ofertantul trebuie să furnizeze rapoarte oficiale de testare întocmite conform metodelor de testare precizate în cea mai recentă versiune a programului Energy Star. Modelele care s-au calificat pentru programul Energy Star al UE și care sunt înregistrate în baza de date a programului pot fi punctate corespunzător. Înregistrările Energy Star din SUA trebuie să fie, de asemenea, acceptate, cu condiția ca testarea să se fi efectuat în conformitate cu cerințele europene privind puterea de intrare.
Algoritm de calcul: 
Monitorul are un consum de energie electrică in modul veghe (sleep mode) mai mare sau egal cu 30 wh - 0 puncte; 
Monitorul are un consum de energie electrică in modul veghe (sleep mode) între 30 și 15 wh - 10 puncte; Monitorul are un consum de energie electrică in modul veghe (sleep mode) mai mic de 15 wh -15 puncte.

NOTA: produsul livrat va fi însoțit de documente provenite de la producător (fișe tehnice) care confirmă consumul de energie electrică în modul veghe și care atestă corespondența cu produsul ofertat.","Energy efficiency of the monitor in standby (sleep mode): Technical component. Monitors must have significantly reduced energy consumption in sleep mode, which accounts for a significant share of monitors’ energy use, in accordance with the requirements of the Energy Star program or equivalent. The tenderer must provide official test reports prepared according to the testing methods specified in the latest version of the Energy Star program. Models that have qualified for the EU Energy Star program and are registered in the program’s database may be scored accordingly. US Energy Star registrations must also be accepted, provided that testing was carried out in accordance with the European requirements regarding input power.
Scoring algorithm:
The monitor has electricity consumption in sleep mode greater than or equal to 30 Wh – 0 points;
The monitor has electricity consumption in sleep mode between 30 and 15 Wh – 10 points;
The monitor has electricity consumption in sleep mode less than 15 Wh – 15 points.
NOTE: The delivered product will be accompanied by documents from the manufacturer (technical sheets) confirming electricity consumption in sleep mode and attesting correspondence with the product offered.",
406,No match,,,100198735,"Perioada de garanție suplimentară a echipamentelor și produselor furnizate: Componenta tehnica, Algoritm de calcul: Punctajul se acordă astfel:
Termenul minim de garanție acceptat este de 24 luni.
Ofertele care cuprind o perioadă de garanție sub 24 luni vor fi considerate neconforme.

Pentru ofertele cu garanția minimă acceptată, de 24 luni de la data recepției fără obiecții,
punctajul acordat este 0 (zero) puncte.
Ofertele care prezintă garanție peste 36 luni nu se punctează în plus.
Pentru oferta cu cel mai mare termen de garantie se acorda 15 puncte
Pentru celelalte oferte, punctajul se calculează astfel:
P2(n)=(Gn/Gmax) x 15 puncte, unde Gmax= garanția maximă (în luni); Gn=garanția (în luni) din oferta n.
Justificarea alegerii factorului de evaluare Acest factor a fost ales deoarece Garanția
produselor reprezintă obligația Contractantului de a înlocui un produs furnizat Autorității
contractante asigurând, astfel desfășurarea în condiții optime a procesului didactic din locațiile
pentru care se achiziționează produsele, precum și menținerea standardelor de calitate.
Factorul de evaluare ""Perioada de garanție suplimentară"" oferă un stimulent pentru furnizori
pentru a garanta o longevitate sporită a produselor, faptul că defectele reparabile nu vor
conduce la scoaterea din uz înainte de termen a produselor și că își vor asuma răspunderea de
reparare a tuturor defectelor. Produsele defecte pot fi o cauză a înlocuirii înainte de termen.
Ponderea de 15% este un minim necesar pentru a asigura acoperirea necesităților Autorității
contractante, fără a distorsiona rezultatul procedurii.","Additional warranty period for the supplied equipment and products: Technical component, Calculation algorithm: Points are awarded as follows:
The minimum accepted warranty term is 24 months.
Offers that include a warranty period under 24 months will be considered non-compliant.

For offers with the minimum accepted warranty of 24 months from the date of acceptance without objections,
the score awarded is 0 (zero) points.
Offers that present a warranty over 36 months do not receive extra points.
For the offer with the longest warranty term, 15 points are awarded.
For the other offers, the score is calculated as follows:
P2(n) = (Gn/Gmax) x 15 points, where Gmax = the maximum warranty (in months); Gn = the warranty (in months) from offer n.
Justification for choosing the evaluation factor: This factor was chosen because the product warranty represents the Contractor’s obligation to replace a product supplied to the Contracting Authority, thus ensuring the optimal conduct of the educational process in the locations for which the products are being purchased, as well as maintaining quality standards.
The evaluation factor ""Additional warranty period"" provides an incentive for suppliers to guarantee increased longevity of the products, that repairable defects will not lead to the premature decommissioning of the products, and that they will assume responsibility for repairing all defects. Defective products can be a cause of premature replacement.
The weight of 15% is a minimum necessary to ensure coverage of the Contracting Authority’s needs, without distorting the outcome of the procedure.",
407,no_match,,,100198735,"Termen de livrare: Componenta tehnica, Algoritm de calcul: Punctaj maxim factor: 15 puncte Autoritatea contractantă nu va acorda punctaj suplimentar pentru un termen de livrare mai mic de 30 zile, iar pentru termenul de livrare maxim de 60 zile, oferta va fi considerată conformă, dar nu primește punctaj. Pentru cel mai mic termen ofertat se va acorda 15 puncte. Pentru restul ofertelor admisibile punctele se vor calcula utilizând următoarea formulă: Punctaj = 15 puncte x termen minim/termen ofertat. Termenul de livrare se oferteaza in zile.","Delivery time: Technical component, Calculation algorithm: Maximum score for the factor: 15 points. The contracting authority will not award additional points for a delivery time shorter than 30 days, and for the maximum delivery time of 60 days, the offer will be considered compliant but will not receive any points. For the shortest offered delivery time, 15 points will be awarded. For the rest of the admissible offers, points will be calculated using the following formula: Score = 15 points × minimum term / offered term. The delivery time is to be offered in days.",
408,No match,,,100198754,"Pretul ofertei: Componenta financiara, Punctajul se acorda astfel: a) Pentru cel mai scazut dintre preturi se acorda punctajul maxim alocat; b) Pentru celelalte preturi ofertate punctajul P(n) se calculeaza proportional, astfel: P(n) = (Pret minim ofertat / Pret n) x punctaj maxim alocat.","Offer price: Financial component. The scoring is awarded as follows: a) For the lowest of the prices, the maximum allocated score is awarded; b) For the other offered prices, the score P(n) is calculated proportionally, as follows: P(n) = (Minimum offered price / Price n) x maximum allocated score.",
409,no_match,,,100198754,"Media vechimii autoutilajelor: Componenta tehnica, Norma de poluare (NP)                     Componenta tehnica                               20%
Punctaj maxim factor: 20                      Norma de poluare (NP)                     

Pentru fiecare utilaj se va acorda urmatorul punctaj:
a) Pentru NP Euro 6, Hibrid, Electric = 20 puncte;
b) Pentru NP Euro 5 = 16 puncte;
c) Pentru NP Euro 4 = 12 puncte;
d) Pentru NP Euro 3 = 8 puncte;
e) Pentru NP Euro 2 = 4 puncte;
f) Pentru NP Euro 1 = 1 punct
g) Pentru NP Non–Euro = 0 puncte.
Punctajul pentru componenta tehnica se va acorda dupa urmatoarea formula:

PcT = (Pnp0 + Pnp1 + Pnp2 + Pnp3 + Pnp4 + Pnp5 + Pnp6)/(Numar de autoutilaje)
unde:
Pnp0 – punctaj aferent utilaje cu NP Non-Euro;
Pnp1 – punctaj aferent utilaje cu NP Euro 1;
Pnp2 – punctaj aferent utilaje cu NP Euro 2;
Pnp3 – punctaj aferent utilaje cu NP Euro 3;
Pnp4 – punctaj aferent utilaje cu NP Euro 4;
Pnp5 – punctaj aferent utilaje cu NP Euro 5;
Pnp6 – punctaj aferent utilaje cu NP Euro 6, Hibrid, Electric.
Pnp0, Pnp1, Pnp2, Pnp3, Pnp4, Pnp5, Pnp6 se determina inmultind numarul utilajelor cu punctajul aferent normei de poluare, mai sus mentionat. 

Pentru realizarea punctajului pentru componenta tehnica se vor lua in calcul doar vehiculele prevazute in Anexa 5, care au norma de poluare Euro, astfel:
- autobasculante cu lama si raspanditor : 6 bucati;
- autospeciala lea – 4 bucati.
Punctajul se realizeaza prin rotunjirea la doua zecimale.
In vederea acordarii punctajelor, ofertantul va prezenta documente justificative pentru autoutilajele propuse pentru factorul tehnic de evaluare (carte de identitate, certificate de inmatriculare, fisa tehnica sau alte documente din care sa reiasa in mod clar norma de poluare).
In cazul in care, in cadrul unei oferte se vor prezenta mai multe autovehicule decat minimul necesar impus de catre autoritatea contractanta, ofertantul va mentiona in mod clar in cadrul Propunerii tehnice, vehiculele care vor fi luate in considerare pentru obtinerea punctajului pentru componenta tehnica.
In cazul in care ofertantul nu prezinta utilajele minim solicitate in cadrul Anexei 5, oferta va fi considerata neconforma.

Punctaj maxim total: 100","Average age of machinery: Technical component, Emission standard (ES)
Technical component: 20%
Maximum points for the factor: 20
Emission standard (ES)

For each piece of equipment the following points will be awarded:
a) For ES Euro 6, Hybrid, Electric = 20 points;
b) For ES Euro 5 = 16 points;
c) For ES Euro 4 = 12 points;
d) For ES Euro 3 = 8 points;
e) For ES Euro 2 = 4 points;
f) For ES Euro 1 = 1 point;
g) For ES Non‑Euro = 0 points.

The points for the technical component will be awarded according to the following formula:

PcT = (Pnp0 + Pnp1 + Pnp2 + Pnp3 + Pnp4 + Pnp5 + Pnp6) / (Number of equipment)
where:
Pnp0 – points corresponding to equipment with ES Non‑Euro;
Pnp1 – points corresponding to equipment with ES Euro 1;
Pnp2 – points corresponding to equipment with ES Euro 2;
Pnp3 – points corresponding to equipment with ES Euro 3;
Pnp4 – points corresponding to equipment with ES Euro 4;
Pnp5 – points corresponding to equipment with ES Euro 5;
Pnp6 – points corresponding to equipment with ES Euro 6, Hybrid, Electric.

Pnp0, Pnp1, Pnp2, Pnp3, Pnp4, Pnp5, Pnp6 are determined by multiplying the number of pieces of equipment by the points corresponding to the emission standard, as mentioned above.

For calculating the score for the technical component, only the vehicles listed in Annex 5 that have an Euro emission standard will be taken into account, as follows:
- tipper trucks with blade and spreader: 6 units;
- special‑purpose vehicle: 4 units.

The score is calculated by rounding to two decimals.

To award the points, the tenderer shall submit supporting documents for the machinery proposed for the technical evaluation factor (vehicle identity card, registration certificates, technical sheet, or other documents that clearly show the emission standard).

If an offer presents more vehicles than the minimum required by the contracting authority, the tenderer shall clearly specify in the Technical Proposal the vehicles that will be taken into account to obtain the score for the technical component.

If the tenderer does not present the minimum machinery required in Annex 5, the offer will be considered non‑compliant.

Maximum total score: 100",
410,No match,,,100198755,"Pretul ofertei: Componenta financiara, Punctajul se acorda astfel: a) Pentru cel mai scazut dintre preturi se acorda punctajul maxim alocat; b) Pentru celelalte preturi ofertate punctajul P(n) se calculeaza proportional, astfel: P(n) = (Pret minim ofertat / Pret n) x punctaj maxim alocat.","Offer price: Financial component. The scoring is awarded as follows: a) The lowest price receives the maximum allocated score; b) For the other offered prices, the score P(n) is calculated proportionally, as follows: P(n) = (lowest offered price / price n) x maximum allocated score.",
